页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,关注数,粉丝数,性别,发布于,ip属地_城市,ip属地_省份,ip属地_国家
24,4.97372E+15,人民网安徽频道,2023-11-30 10:04,【共建“一带一路”这十年 安徽持续扩大“朋友圈”】今年是共建“一带一路”倡议提出十周年。11月29日，在共建“一带一路”十周年安徽成果新闻发布会上，安徽省发展改革委党组成员、副主任钟岚，从“政策沟通”“设施联通”“贸易畅通”“资金融通”“产业合作”“民心相通”等方面介绍了安徽省参与共建“一带一路”十年来取得的丰硕成果。网页链接,1,0,0,994,140.4万,m,,合肥,安徽,中国
24,4.97353E+15,Lydia旺旺_,2023-11-29 21:38,好喜欢图书馆坐在我对面的这位中亚小哥 主动跟我分享他的插座 还在我睡觉的时候轻手轻脚的 这素质一般大学生都少有 我感受到了丝绸之路的民心相通 ,0,2,4,296,256,f,北京,北京,北京,中国
24,4.97349E+15,南海之声,2023-11-29 19:03,#南海朋友圈#【中缅影视交流 助力两国民心相通】近日，中央广播电视总台亚非中心联合中国驻缅甸大使馆和仰光中国文化艺术中心，在缅甸举办“2023中国影像周”。《阿霞书记》《西游记》选集及《唐人街探案》等中国影视作品，为缅甸民众带来了精彩的文化体验。 南海之声的微博视频 ,1,0,3,200,219万,m,,北京,北京,中国
25,4.97347E+15,聚焦拉美,2023-11-29 17:45,【中国—墨西哥合作与发展论坛·一带一路篇”举行】11月28日，由中国外文局美洲传播中心（北京周报社）与外文出版社联合主办的“中国—墨西哥合作与发展论坛·一带一路篇” 以线上线下相结合的方式举行，论坛的主题为“深化文明对话 加强民心相通”。中国外文局美洲传播中心（北京周报社）主任李雅芳出席论坛并致辞，中国驻墨西哥大使张润发表视频致辞。        今年是共建“一带一路”倡议提出10周年，也是中墨建立全面战略伙伴关系10周年。民心相通是共建“一带一路”的重要基础，文明对话是深化“一带一路”合作的重要路径。本次论坛紧密围绕治国理政、文明交流对话、中墨双边关系、媒体智库合作等话题进行深入研讨，为进一步增进两国人民相互了解和深化“一带一路”合作，提出了很多建设性意见建议。        李雅芳在致辞中表示，共建“一带一路”倡议提出10年来，“一带一路”合作从亚欧大陆延伸到非洲和拉美，开辟了世界经济增长的新空间，搭建了国际贸易和投资的新平台，提升了有关国家的发展能力和民生福祉，为完善全球治理体系拓展了新实践，为变乱交织的世界带来更多确定性和稳定性。此次举办“中国—墨西哥合作与发展论坛·一带一路篇”，旨在进一步密切中墨两国人文领域交流合作，夯实双方友好民意基础。        张润在致辞中表示，中墨两国元首会晤，是今年中墨关系的高光时刻，更是中墨关系史的里程碑。两国社会各界对此高度关注，墨媒把此次会晤称为“历史性时刻”。中墨两国要坚决落实好旧金山会晤达成的重要共识，加强治国理政交流，从各自的古老文明和发展实践中汲取智慧，促进两国在此基础上加强战略对接，挖掘合作潜力，发挥互补优势，推动两国关系再上新台阶。,0,1,2,904,27.2万,m,,北京,北京,中国
25,4.97344E+15,安徽发布,2023-11-29 15:30,#直播新闻发布会#“民心相通”是共建“一带一路”的重要组成部分，请问安徽省在对外交流合作、国际友城和民间外交等方面具体取得了哪些成效？发布会问答环节上，省外办副主任樊忠厚对这一问题，进行了回答：近年来，我们高度重视“民心相通”工作，在对外交流合作、国际友城和民间外交等方面采取了一系列行之有效的举措，取得了比较明显的成效。一是承办涉及“一带一路”国家主场外交活动。特别是去年初，在我省屯溪举办的第三次阿富汗邻国外长会中，我们圆满完成了各项服务保障工作，成功接待了17国外长和高级代表183人，完成了74场双多边外交活动。二是搭建“一带一路”国际合作平台。今年6月，聚焦RCEP地方政府合作，我们成功举办了2023RCEP地方政府暨友城合作（黄山）论坛，共邀请70多个外宾团组、258名外宾、近400名内宾参会，参会嘉宾覆盖RCEP全部15个成员国，这是我省近年来参会外宾人数最多的一次会议，论坛共促成17个项目签约。三是深入发展“一带一路”国际友城关系。目前，我省已与39个国家缔结100对友城，其中省级22对、市级78对。聚焦“一带一路”沿线国家，我们重点加强与德国、俄罗斯、法国等国家20对左右精品友城建设，积极推进我省与马来西亚槟城州、乌兹别克斯坦卡什卡达里亚州、墨西哥杜兰戈州友城结好进程。持续开展“云外事”，组织多场友城“云交往”活动，参加中德友城论坛，与墨西哥尤卡坦州举办庆祝中墨建交50周年友城亮灯活动，与白俄罗斯布列斯特州、匈牙利索尔诺克州举办结好5周年庆祝活动。四是务实推动皖港澳“一带一路”合作。我们积极利用港澳资源参与“投资安徽行”活动，今年8月和9月分别组织长三角地区香港企业家代表团和香港创意营商代表团来皖开展经贸考察和商贸对接；10月，组织省级代表团赴澳门参加“第28届澳门国际贸易投资展览会”，举办安徽投资环境说明会暨皖澳经贸合作交流对接会；2023世界制造业大会期间，我们成功举办“百家港澳企”项目对接活动，集中签约项目33个，投资总额达398亿元。五是加强“一带一路”民间合作交流。我们积极从“小切口”入手，谋划、培育和打造“小而美”对外民间友好交流品牌项目，举办第八届中俄“长江—伏尔加河”青年论坛、长三角地区外籍人士“皖美体验行”活动、“友好城市、共享未来”中日友城青少年线上“虚拟互访”系列活动和“中日韩友城书画展”等活动，积极宣介美好安徽形象，主动讲好中国故事安徽篇章。,0,0,0,378,139.9万,m,,合肥,安徽,中国
25,4.97301E+15,海南广播电视总台微博,2023-11-28 11:11,【丝路远航|推动共建“一带一路”和自贸港建设战略联动 】今年是共建“一带一路”倡议提出十周年。提出这一倡议的初心，是借鉴古丝绸之路，以互联互通为主线，同各国加强政策沟通、设施联通、贸易畅通、资金融通、民心相通，为世界经济增长注入新动能，为全球发展开辟新空间，为国际经济合作打造新平台。海南，作为古丝路重要的海上驿站，曾经见证了海上丝路的繁荣景象。随着“一带一路”国际合作的不断深化，海南正成为“21世纪海上丝绸之路”重要战略支点。十年来，海南积极融入共建“一带一路”，推动“一带一路”建设与自由贸易港建设有机联动，取得丰硕成果。海南广电国际传播融媒体中心策划推出共建“一带一路”倡议提出十周年系列报道《丝路远航》，记者深入港口码头、企业工厂、科研机构等地，全方位展现海南将加快推动共建“一带一路”和自由贸易港建设的战略联动，注重发挥政策优势和区位优势，持续扩大对外开放，以实实在在的项目成果彰显双边交流的务实成效。监制：杨昊霖统筹：陆亿华编审：白政豪策划：王海龙 金马 王天琦 龙灿编导：王天琦摄像：王昌运 王博大 贝宇佳包装：陈斓 海南广播电视总台微博的微博视频,0,0,0,1539,43.4万,m,,海口,海南,中国
25,4.973E+15,北京语言大学,2023-11-28 10:54,#媒体北语# 【央视新闻：遇见中国｜乌拉圭留学生潘尼洛普：真实地感受中国是我最幸福和幸运的经历】位于南美洲东南部的乌拉圭，是距离中国最遥远的国家之一，然而最遥远的距离也无法阻挡两国人民的民心相通。3年前，乌拉圭女孩潘尼洛普跨越山海来到中国，只为完成童年的梦想。今天，一起走进潘尼洛普“遇见中国”的故事。网页链接,1,1,6,120,14.5万,f,北京,北京,北京,中国
25,4.97262E+15,宝安日报,2023-11-27 9:34,【大湾区国际青少年文化艺术交流节在宝安启动】11月25日，香港各界文化促进会主办的“共筑中国梦 同心向未来”大湾区国际青少年文化艺术交流节启动仪式在深圳宝安海雅大剧院举行。作为推动湾区融合、促进民心相通的国际性文化艺术交流盛事，首届大湾区国际青少年文化艺术交流节以“共筑中国梦 同心向未来”为主题，同期启动“少年中国说”国际青少年语言艺术展演、“舞动青春”大湾区国际青少年舞蹈艺术展演、“乐响东方”大湾区国际青少年器乐艺术展演等多个展演单元，致力打造极具权威性、专业性、高水平的大湾区国际青少年文化艺术品牌活动，为大湾区文化艺术发展提供人才支撑。展现文艺新气象 携手同心向未来,0,0,1,835,69.6万,m,,深圳,广东,中国
25,4.97245E+15,人民网云南频道,2023-11-26 22:06,第十届#亚洲微电影艺术节#年度盛典：获得中国民政单元最佳作品的是：中国福利彩票发行管理中心《中国福利彩票品牌形象专题片》中国科学院文联、横店集团控股有限公司《脊梁》中国社会报社《构筑民心相通之桥——中国社会组织参与“一带一路”建设掠影》中国农业电影电视中心新闻中心《贝壳岛的憨岛主》中国社会福利基金会、昆明豆子文化传播有限公司《免费午餐12周年纪录片》腾讯公益慈善基金会《老伴儿》北京市民政局《玫瑰日记》北京景行东方文化传播有限公司《燕园味道》河北传媒学院影视艺术学院《我的爷爷李大钊》中共鸡东县委宣传部、哈尔滨师范大学《魅力鸡东》上海市第二中级人民法院《空山月明》国网江苏电力有限公司《唯有匠心如故》徐州宣武集团有限公司、徐州未末尚方文化发展有限公司《为爱所向》中共如皋市委统战部、如皋市融媒体中心《把一切交给党安排的人》杭州市民政局《婚姻登记跨省通办》安徽广播电视台《和美乡村》福建省民政厅《有福的地方是我家》山东省民政厅《我记得》山东省济南市市中区民政局《从单车婚礼到美好未来》青岛市民政局《每一条路都是回家的路》青岛市崂山区委宣传部《海誓山盟》湖北省茶产业链工作专班、湖北省文联、湖北省广播电视台、湖北省视协《楚茶》战旗文化传媒武汉有限公司《忧郁的萨克斯》湖南省民政厅《因为爱 所以爱》云南省民政厅《以心沟通》,0,0,0,374,105.9万,m,,昆明,云南,中国
25,4.97198E+15,考研政治陆寓丰,2023-11-25 14:47,来做题啦！你的努力一定不会白费  共建“1带1🦌”围绕互联互通，不断深化政策沟通、设施联通、贸易畅通、资金融通、民心相通，不断拓展合作领域，成为当今世界范围最广、规模最大的国际合作平台。其中，民心相通是（ ）  网页链接 ,215,169,42678,374,702.7万,f,海南,海口,海南,中国
25,4.97221E+15,CISM-金恒维,2023-11-26 6:30,中国驻马来西亚大使馆欧阳大使表示：今年是中马建立全面战略伙伴关系10周年，明年将迎来两国建交50周年。近期，安瓦尔总理访华和赵乐际委员长访马意义重大、成果丰硕。中马影视交流合作为中马双方人文交流、民心相通及中马关系发展作出了重要积极贡献，使馆愿就此同马方保持密切沟通，开展更多合作。[玫瑰][玫瑰][玫瑰]（视频中是马来西亚国家电影局局长，马来西亚中国电影电视联合总会联席会长拿督卡米尔奥斯曼先生） CISM-金恒维的微博视频,0,0,4,2590,1224,m,北京,北京,北京,中国
25,4.97165E+15,余杭发布,2023-11-24 17:05,“有朋自远方来，不亦乐乎。”在共建“一带一路”倡议提出十周年之际，中国以更具开放姿态的国际交流合作架起了中外民心相通之桥。今天，为期一周的“艺汇丝路”访华采风活动正式启动。 #五千年中国看良渚# 余杭发布的微博视频 ,0,0,3,878,13.7万,m,,杭州,浙江,中国
26,4.97165E+15,育见新闻,2023-11-24 17:04,【2023年11月24日17:05档《教育新闻直播间》】#教育新闻直播间#【教育脉动，资讯随行！2023年11月24日17:05 档《教育新闻直播间》如约而至！】精彩看点：●人文交流助推中国与乌拉圭民心相通●国家发展改革委专题新闻发布会●10年来我国对共建“一带一路”国家直接投资累计超2700亿美元●未来十年共建“一带一路”增加新领域合作●商务部：努力实现“五个提升” 推动共建“一带一路”经贸合作●浙江省重大项目现场签约总金额破1500亿●培养新时代温商人才 赋能“一带一路”高质量发展●国务院联防联控机制发布重点措施 做好冬春季新冠病毒感染及其他重点传染病防控●北京公布体育中考现场考试评分标准 2024年中考实施敬请关注！  育见新闻的微博视频,0,0,0,225,140.4万,m,,,,
26,4.97163E+15,余杭发布,2023-11-24 15:58,【从良渚开始，体验中华文明之美！“艺汇丝路”访华采风活动在余杭启行】在共建“一带一路”倡议提出十周年之际，中国以更具开放姿态的国际交流合作架起了中外民心相通之桥。今天，为期一周的“艺汇丝路”访华采风活动在余杭正式启动！采风首日，84位来自83个国家的艺术家们走访中华五千年文明史实证地——良渚，参观良渚古城遗址公园和良渚博物院，并写生创作。#遇见美好杭州# #五千年中国看良渚#,4,3,6,878,13.7万,m,,杭州,浙江,中国
26,4.97159E+15,中国网,2023-11-24 13:16,【弘扬海丝文化！2023“一带一路国际商协会大会”文化创意产业发展论坛在福州举行】福州是21世纪海上丝绸之路战略支点城市，吸引了多元文明交相辉映，该论坛以“文化多元互鉴 丝路互通繁荣”为主题，推动海内外人文交流，助力“一带一路”民心相通，为文化创意产业提供了交流与合作的国际性平台2023“一带一路国际商协会大会”文化创意产业发展论坛在福州举行,0,0,0,487,516.8万,m,,北京,北京,中国
26,4.97159E+15,浙江之声,2023-11-24 13:13,【#社牛小学生秋游遇外国友人疯狂打招呼# 】在共建“一带一路”倡议提出十周年之际，中国以更具开放姿态的国际交流合作架起了中外民心相通之桥。今天（11月24日），为期一周的“艺汇丝路”访华采风活动正式启动，84位来自83个国家的艺术家们首先走访中华五千年文明史实证地——良渚。在良渚古城遗址公园，来秋游的小学生遇到了来走访的外国艺术家，疯狂打招呼，热情溢出屏幕！（浙江之声记者徐欣悦） 浙江之声的微博视频,3,0,66,1915,215.1万,m,,杭州,浙江,中国
26,4.97158E+15,舟山网官方微博,2023-11-24 12:39,共同做大亚太发展蛋糕（打造亚太发展的下一个“黄金三十年”）共同做大亚太发展蛋糕（打造亚太发展的下一个“黄金三十年”） 正义之声 和平之声（和音）正义之声  和平之声（和音） “希望将更多中国故事讲述到拉美”“希望将更多中国故事讲述到拉美” 增进民心相通 共创繁荣未来（共建“一带一路”·民心相通）增进民心相通  共创繁荣未来（共建“一带一路”·民心相通） 多家国际金融机构预计2024年新兴经济体加速复苏——中国将拉动新兴经济体增长网页链接,0,0,0,50,13.6万,m,,舟山,浙江,中国
26,4.97157E+15,萧山日报,2023-11-24 11:42,增进民心相通 共创繁荣未来（共建“一带一路”·民心相通） 增进民心相通  共创繁荣未来（共建“一带一路”·民心相通） ,0,0,0,163,76.9万,f,,杭州,浙江,中国
26,4.97117E+15,敦煌发布,2023-11-23 9:45,发布了头条文章：《甘肃敦煌：在服务共建“一带一路”中增进民心相通》  甘肃敦煌：在服务共建“一带一路”中增进民心相通 ,12,5,6,186,4.2万,m,,酒泉,甘肃,中国
26,4.9702E+15,三沙卫视,2023-11-20 17:11,"今天三沙卫视《共享机遇 合作共赢》系列推出第一期，记者廖珠带我们了解海南如何加强与东南亚国家及我国港澳地区旅游合作 促民心相通。Starting from today, SSTV launches a new series of reports, “Win-Win Cooperation”. In the first episode, Liao Zhu takes us to see how Hainan is strengthening tourism cooperation with Southeast Asian countries and China’s Hong Kong and Macao Special Administrative Regions to promote people-to-people exchanges. 三沙卫视的微博视频",0,0,0,99,3万,m,,,海南,中国
27,4.96792E+15,中国日报网,2023-11-14 10:22,【#侨一瞧# 丨#费城交响乐团如何用音乐铸就中美友谊之桥#】提到中美关系，大家总会想到“乒乓外交”， 其实“音乐外交”也在为两国文化交流和民心相通搭建起桥梁。作为新中国成立后第一支来华访问的美国交响乐团，此次重启中国之行，我想这既是一次回忆过去情谊、又是谱写未来友谊的音乐之旅，让我们去“侨一瞧”吧！#重返巴厘岛通往旧金山# 中国日报-英语点津的微博视频 @美国费城会议旅游促进局,2,1,9,231,863.6万,m,,北京,北京,中国
27,4.96774E+15,中国教育报,2023-11-13 22:00,【学在“一带一路”：讲好中国故事 | 共建“一带一路”·教育在行动特别报道 】“国之交在于民相亲”，民心相通是共建“一带一路”的重要民意基础。10年来，中国与“一带一路”共建国家之间的教育合作交流不断拓展，学生双向流动积极活跃。目前，在埃及的中国留学人员约1000人，在阿联酋的中国留学人员900余人。这些留学人员作为“民间大使”，带着友谊的种子来到这里，努力学习专业知识，展示中国青年风采，助力讲好中国故事，发挥着沟通中外的桥梁纽带作用。    在埃及首都开罗和阿联酋首都阿布扎比，采访团与中国留学人员代表深入交流，听他们讲述学在“一带一路”的故事和感悟，并被他们浓厚的家国情怀所感动。虽远隔千万里，留学人员始终与祖国和人民同呼吸共命运心连心，用自己的方式为共建“一带一路”作贡献。    马树凯（埃及中国学生学者联合会秘书长，就读于爱资哈尔大学）：共建“一带一路”倡议提出10年来，中国和埃及的交流合作日益广泛深入。埃及发生的变化我们都看在眼里，这里的基础设施不断改进，首都开罗的机场路从坑坑洼洼到一路畅通，城市轻轨即将开通，“新行政首都”建设初具规模。此外，中资企业的到来，不仅为当地民众提供了工作岗位，而且带动了埃及社会的中文学习热。同时，我们在埃留学人员的就业渠道也更加多元，不少学生选择毕业后留在中资企业就业，深度参与“一带一路”建设。    米艳艳（埃及亚历山大大学中国学生会会长）：我2016年来埃及学习，加入学联、参加学联组织的各项活动，让我在异乡找到了归属感。在埃及的学生学者数量虽然不算多，但是特别团结。埃及中国学生学者联合会组建于2011年，学联在团结留埃学子、促进中埃民心相通方面发挥了重要作用。疫情防控期间，学联协助驻埃及大使馆，为我们在埃留学人员发放“健康包”、帮扶包、温暖包等。我们感到特别温暖，也特别感恩祖国对我们的关心关爱。    李楠（埃及开罗大学在读硕士生）：学习之余，我喜欢进行中国文化传播，向埃及民众讲好中国故事。我与埃及同学共同创建了一个自有品牌，在埃及生产销售带有中国元素的服装。我们在当地社交媒体上进行产品推广宣传，很受当地民众欢迎。最近，我们刚刚开设了一个工作室，准备把中国的汉服文化介绍给埃及人。    杨志超（阿联酋哈利法大学学生）：受国家留学基金委资助，我今年8月来阿联酋学习。感谢国家的资助，让我没有生活压力和后顾之忧，可以全身心投入学业。我感觉这里是一个非常开放、包容的地方，民众对中国普遍友好，他们对中文都比较感兴趣，称之为“未来的语言”。我也曾作为志愿者向当地民众教授中文。近年来，不少中资企业来到阿联酋，周围不少留学人员也表示希望毕业后能到中资企业工作，在共建“一带一路”的大舞台上发挥自身优势、实现自身价值。    周鸣谦（阿联酋哈利法大学学生）：我来自西北工业大学，就读于本科三年级，本学期来阿联酋交换学习。在这里，我充分“领略”了中文的影响力。我们去总统府和卢浮宫参观时，安检人员会用中文流利地说出“请把随身物品放到篮子里”。一些商场的接待人员见到我们也会用中文打招呼并简单交流。我的一位本地女同学告诉我，她正在看中国电视剧《七时吉祥》，并说她的很多同学都喜欢看中国电视剧。当然了，他们大多看的是中文原声英文字幕的版本。（《神州学人》记者 杨宇）,0,0,1,299,91.7万,m,,北京,北京,中国
27,4.96738E+15,新财富杂志,2023-11-12 22:35,【加强交流互鉴 促进民心相通（镜头里的共建“一带一路”）】古丝绸之路绵亘万里，延续千年，连接东西方，见证了人类文明交流互鉴的故事。如今，共建“一带一路”稳步推进，中国积极同各方推动文化、科技等领域合作，不断增进人文交流、文化交融和民心相通，为构建人类命运共同体夯实人文基础。（来源：人民日报）加强交流互鉴  促进民心相通（镜头里的共建“一带一路”）,0,0,0,1748,366.5万,m,,深圳,广东,中国
27,4.96699E+15,广东新闻联播,2023-11-11 20:33,【跨越万里 只为心“明”眼“亮”】在第三届“一带一路”国际合作高峰论坛上，由全国政协副主席梁振英担任理事会主席的共享基金会，分享了项目在推动“民心相通”方面的成果，这也是唯一在论坛上发言的香港非盈利组织。2022至2027年，基金会计划为老挝、柬埔寨、吉布提、毛里塔尼亚和塞内加尔等国的3.75万名因白内障失明的患者免费进行“复明”手术。今天，我们就一起去听听这些光明使者跨越万里的援助故事。 广东新闻联播的微博视频,0,0,0,180,68.9万,f,,广州,广东,中国
27,4.96698E+15,内蒙古日报,2023-11-11 19:44,"#“一带一路”内蒙古边境口岸媒体行#【“一带一路”上的“国门学府”：为国际人文交流添砖加瓦】用文化交融,促民心相通。满洲里俄语职业学院与俄罗斯、蒙古国30余所高校建立了长期合作关系,累计选派500余名学生赴俄罗斯高校深造,接收200余名留学生来“国门学府”进行教育培训。今年2月,满洲里俄语职业学院还获批为教育部“人文交流经世项目”实施院校。 内蒙古日报的微博视频",1,0,2,1173,242.9万,m,,呼和浩特,内蒙古,中国
27,4.96658E+15,苏州发布,2023-11-10 17:41,【#中式文化和法式文化在姑苏城对话#】中法友谊新时代，文化交流新起点。第五届中法文化论坛将于11月13日在苏州开幕！本次论坛为期四天，活动聚焦文化艺术领域，以线下方式进行，推进交流互鉴、促进务实合作、增进民心相通。@蟹视频   蟹视频的微博视频 ,1,1,2,1018,300.5万,m,,苏州,江苏,中国
27,4.96617E+15,云南民族大学,2023-11-9 14:27,#小民分享#云南民族大学  “一带一路”十周年 云南民族大学外籍教师陈雪婷、林喻贤、苏萨哒为你讲述“民心相通”的中国情缘。 昆明·云南民族大学 云南民族大学的微博视频 ,1,0,31,749,4.8万,m,云南,昆明,云南,中国
27,4.96621E+15,北部湾在线,2023-11-9 16:41,#东盟新鲜报#【“福建·东盟电影文化周”在泰国开幕】“福建·东盟电影文化周” 11月7日在泰国曼谷开幕。泰国文化部次长尤帕在开幕式上表示，泰中交流往来有着绵长悠久的历史传统，加强两国文化交流、增进民心相通是双方共识。#你好东盟# 北部湾在线的微博视频 ,0,0,0,338,83.3万,m,,南宁,广西,中国
27,4.96612E+15,中国新闻报,2023-11-9 11:17,【学者共聚西藏建言中尼发展：加强多领域交流、建区域智库】“西藏文化一方面是中华民族多样文化的重要组成部分，另一方面又与周边国家文化有相当多的共同元素，是中国与南亚各国人民实现民心相通的重要纽带。”近日在拉萨举办的一场学术研讨会上，武汉大学中国边界与海洋研究院教授、博士生导师关培凤说，西藏自治区应建立起与南亚国家间的多层次、多领域的人文交流机制。该学术研讨会由西藏自治区社科院和中国新闻社举办，以“一带一路”倡议十周年为主要议题，数十位学术机构、高校、智库学者就西藏参与“一带一路”提供意见、建议。详见学者共聚西藏建言中尼发展：加强多领域交流、建区域智库（中新社）,0,0,0,208,3.5万,m,,北京,北京,中国
27,4.9661E+15,聚焦拉美,2023-11-9 9:44,【媒体携手架起传播桥 共绘中乌友谊新篇章】35年前，中国同乌拉圭正式建立外交关系，由此谱写了“东方人”和“东岸人”友好交往的新篇章。最近10年来，一批共建“一带一路”重大项目有序推进，媒体等领域合作日益深入，有力增进了两国人民福祉，有效促进了两国民心相通。        日前，人民网“一带一路 大道同行”大型跨国融媒体报道组走进拉美，实地拜访了位于乌拉圭首都蒙得维的亚的共和国报社，双方就共同关心的问题进行了交流。        《共和国报》总编辑胡安·布兰卡介绍，乌拉圭《共和国报》创刊于1988年5月3日，是乌拉圭重要的主流媒体之一。自2011年起，乌拉圭《共和国报》与中国驻乌拉圭大使馆多次展开交流与合作。今年，《共和国报》与中国驻乌拉圭大使馆合作发行特刊，共庆乌中建交35周年。        采访中，布兰卡强调乌中合作对乌拉圭发展的重大意义。他表示：“中国的知识和技术在乌拉圭以及拉美地区颇具影响力，持续促进当地发展。认同并开展乌中两国间文化和社会层面的交流，对乌拉圭至关重要。”        谈起乌中建交35年的双边文化交流，布兰卡感触颇多。他举例说：“在中国新年时，中国驻乌拉圭大使馆举办各类庆祝活动，吸引乌拉圭各年龄段民众广泛参与。如去年举办了‘中国书法工作坊’，在乌拉圭移民博物馆开展文化交流活动与乌拉圭儿童互动。通过这种方式，传递了一种不同的体验，促进了乌拉圭对中国文化的了解。”        布兰卡认为，35年来，乌中双边合作硕果累累，应继续深化两国关系，续写友好合作新篇章，开辟崭新未来。“乌中两国社会充满活力、不断推进自身现代化建设，在双边合作中《共和国报》得到社会各界读者的认可，为此深感自豪!”         布兰卡指出，《共和国报》作为重要的沟通渠道，始终致力于推动双边文化交流，积极向乌拉圭受众传播中国政策、经济、生态、社会、文化、艺术等各领域内容，促进乌中两国人民增进了解。         采访中，布兰卡高度肯定与中国媒体合作的积极影响。“通过与中国媒体的顺畅合作，我们可以快速、便捷地获取关于中国政治、经济、文化、技术等各领域的第一手信息。”同时，他提到《共和国报》记者在今年也前往中国，开展了为期4个月的实地走访，积极报道中国与拉美国家交流合作的故事。        在交流中，报道组受到了共和国报社的热情接待，双方就媒体合作、中乌两国文化交流等话题展开热烈讨论。乌拉圭《共和国报》称赞“一带一路”新闻合作联盟秉持的和平合作、开放包容、互学互鉴、互利共赢的丝路精神，愿意通过加强与中国媒体之间的合作，为乌中两国人民提供更好的信息服务。        当地时间2023年9月12日，乌拉圭《共和国报》电子版的第6版、第7版整版刊发文章，并在官方网站、脸书、推特账号同步推发，报道了双方的交流情况和“一带一路”新闻合作联盟的相关背景。,1,0,4,904,27.2万,m,,北京,北京,中国
28,4.96579E+15,洪观新闻,2023-11-8 13:18,【南昌对外文化交流和旅游合作取得新成效 】民心相通，文旅先行，文旅是共建“一带一路”国家文化交流互鉴的重要渠道。滕王阁序竹简、毛笔、南昌文旅宣传画册、全域旅游地图……在10月份举行的“2023中国—东盟博览会旅游展”上，“南昌礼物”惊艳亮相，备受瞩目。这是10年来南昌文旅积极融入共建“一带一路”，打造具有南昌特色的文旅商品、传递南昌形象，架起共建“一带一路”国家文旅连心桥的一个生动缩影。网页链接,0,0,0,386,204.5万,f,,南昌,江西,中国
28,4.96573E+15,开封日报,2023-11-8 8:58,【不以山海为远 追寻美好教育——共建“一带一路”国家学生在开封留学速写】2023年，是共建“一带一路”倡议提出十周年。教育在共建“一带一路”中具有基础性和先导性作用，教育交流为共建“一带一路”国家民心相通架设桥梁，人才培养为各国政策沟通、设施联通、贸易畅通、资金融通提供支撑。“一带一路”教育交流，成就显著，未来可期。“好学不倦、手不释卷，这是黄河水利职业技术学院国际教育学院教师，对来自巴基斯坦、摩洛哥、阿富汗、秘鲁等共建‘一带一路’国家留学生的直观且纯粹评价。”11月3日，记者走进黄河水利职业技术学院国际教育学院，探寻记录来自共建“一带一路”国家留学生在开封的学习和生活。吃过早饭的留学生们，依照既定的学习计划，陆续走进各自的教室。有的在学习中文、有的在书写汉字、有的在欣赏“非遗”作品……课间的他们，喜欢与教师交流“一带一路”、与同学分享学习心得，好不热闹。缘何来开封留学？来自秘鲁的爱丽丝，今年25岁，一直对中国的历史文化很感兴趣，通过互联网知道开封是一座历史悠久的城市，想了解中国的历史和文化，所以决定来中国学习。爱丽丝表示，黄河水利职业技术学院是一所非常有名的学校，很荣幸通过面试，最终来到这里学习。爱丽丝对开封的印象很好，人们都很友好，城市非常漂亮，在这里生活非常方便，买东西可以扫码，出去可以骑共享单车。老师也给予很多帮助，非常感谢他们。她现在在努力学习中文，以期了解更多开封的历史文化。谈及对共建“一带一路”倡议的看法，以及对自己的国家带来哪些积极影响？来自阿富汗的李明表示：共建“一带一路”倡议越来越受欢迎，为阿富汗发展提供了历史性机遇。两国之间友谊源远流长，历史上保持密切的政治、经济与文化联系。阿富汗不像中国这样发达，共建“一带一路”倡议会促进两国之间的经济贸易往来。“一带一路”中包含了开放包容、和平发展、互利共赢的理念，这是阿富汗非常认同和需要的。“一带一路”的实施提供了基础设施和便捷的运输系统，使贸易和交流变得更加容易和通畅。来自巴基斯坦的李加杰坦言，“一带一路”倡议对促进国家之间的经济合作和人文交流有着深远意义。“一带一路”加强了巴基斯坦和中国以及其他地区的联系。不仅是巴基斯坦，其他发展中国家也受益匪浅。共建“一带一路”以来，巴基斯坦的基础建设发展了，交通和其他服务发展了，对国家经济有很大好处。同时，通过交流与合作，国家之间更加了解、尊重彼此的文化。 待学业结束，选择留在开封工作，还是回家支援国家建设，在开封黄河水利职业技术学院学习水利水电建筑技术工程专业的摩洛哥留学生李中山有自己的计划。他觉得摩洛哥的基础建设还不够完善，毕业后想用学到的本领建设祖国。李中山表示，他对中国文化非常感兴趣，非常喜欢开封。开封有悠久的历史，是八朝古都，他会把在开封的生活分享给亲人和朋友，让他们了解中国文化，向他们讲更多开封故事。全媒体记者李水龙 开封日报的微博视频,1,0,0,552,99.3万,f,,开封,河南,中国
