页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,关注数,粉丝数,性别,发布于,ip属地_城市,ip属地_省份,ip属地_国家
21,4.98152E+15,云开大山两广情,2023-12-21 23:05,“同饮一江水、两广一家亲”，玉湛茂三市区域协同发展正当时、三市户籍人口两千多万，三市携手同行必定促进经济快速增长，三市交通基础设施互联互通也将加快发展！三市地处叠加经济圈多层次融合、东靠粤港澳大湾区、北接珠江＿西江经济带、南汇聚海南自贸港、西通陆海新通道，得天独厚的地理位置国家应大力支持建设跨省际的都市圈，列入国家层面发展！,0,0,0,281,100,m,广东,惠州,广东,中国
21,4.9814E+15,光明发布,2023-12-21 15:05,【#深圳都市圈发展规划来了# 】根据规划，深圳都市圈由深圳、东莞、惠州全域和深汕特别合作区组成，土地面积约16273平方公里，2022年常住人口3415万人，规划有关任务举措涵盖河源市和汕尾市部分区域。 规划从推进基础设施互联互通、携手打造科技创新产业体系、协作发展海洋经济、构建区域开放新格局、共建公共服务优质生活圈、加强生态环境共保共治、推进城乡融合发展、创新体制机制与规划实施保障等方面着手，提出要增强深圳中心城市核心竞争力和辐射带动能力，加快提升东莞、惠州副中心发展能级，高水平建设深汕特别合作区增长极，形成“一主两副一极四轴”的都市圈总体发展布局，实现中心引领、轴带支撑、协同联动。 更多详戳↓↓#深圳都市圈发展路线图确定#（via.深圳特区报） 高质量发展先锋典范！深圳都市圈发展规划来了,0,0,0,142,6.4万,m,,成都,四川,中国
21,4.98139E+15,中国电信,2023-12-21 14:01,【推动互联互通，共筑中国—东盟“数字丝绸之路”】中国电信广西公司积极推动中国—东盟数字互联互通，发挥区位优势，共筑中国—东盟“数字丝绸之路”，助推数字经济蓬勃发展；升级数字基础设施，推动数字化服务普惠共享，助力提升经贸合作水平；探索5G创新应用，共同培育壮大产业数字化，实现高质量转型升级。#电信5G##用户至上 用心服务##科技翼力量#,28,15,16,552,413.8万,m,北京,北京,北京,中国
21,4.98136E+15,中華火車迷部落,2023-12-21 12:00,#国铁头条#【国家铁路局召开长三角地区铁路基础设施互联互通调研座谈会】国家铁路局消息：为深入学习贯彻习近平总书记关于长三角一体化发展的重要讲话精神，加快推进长三角地区铁路基础设施互联互通，12月15日下午，国家铁路局在上海召开长三角地区铁路基础设施互联互通调研座谈会。国家铁路局党组成员、副局长安路生主持会议并讲话。会议要求，要认真学习、深刻领会、坚决贯彻习近平总书记在深入推进长三角一体化发展座谈会上的重要讲话精神，进一步提高政治站位，切实增强责任感、使命感、紧迫感，围绕一体化和高质量发展要求，全面提升长三角地区铁路等各类轨道交通互联互通水平，加快打造“轨道上的长三角”，更好服务支撑长三角一体化发展。会议指出，在以习近平同志为核心的党中央坚强领导下，在各方协同联动、合力推进下，长三角地区铁路快速发展，基础设施网络日益完善，运输服务水平不断提升，协同体制机制基本建立，已经成为轨道交通基础设施高质量发展先行区。同时，存在各类轨道交通基础设施衔接不畅、标准政策不统一、运营管理统筹不够、体制机制不够完善等问题。会议强调，要加强规划引领，构建一体化设施网络；强化标准支撑，推进基础设施软联通；加强政策保障，完善综合协同管理机制，着力提升以铁路为骨干的轨道交通网络一体化发展水平。国家铁路局将和有关方面共同做好综合枢纽一体化建设、安检互信、票务互通等重点工作，加快推进铁路等各类轨道交通基础设施“硬联通”和标准政策“软联通”。国家发改委基础司、国家铁路局科法司，上海市、浙江省、江苏省、安徽省发改委，上海市交通委，上海铁路监管局，上海铁路局、上海久事、上海申铁、浙江省交投、铁四院等单位负责同志参加会议。,0,0,0,3650,15.8万,m,河北,廊坊,河北,中国
21,4.98114E+15,澳門日報,2023-12-20 21:30,【法现琴澳】横琴口岸作为《横琴粤澳深度合作区建设总体方案》中构建琴澳一体化的核心通道，是在“一国两制”下探索粤澳合作新模式，横琴与澳门基础设施互联互通的标志性工程。横琴口岸新通关车道采用“一次排队，一次放行”的创新查验模式，通关人士一般只需要接受一次查验，但其实已经包括了琴澳两地部门的查验。因此，通关人士除了必须遵守澳门的相关法律制度，同时亦必须遵守内地的相关法律制度，绝对不能掉以轻心，避免误堕法网。一起去片了解相关法律！ 澳門日報的微博视频,0,0,1,9,13.7万,m,,珠海,广东,中国
22,4.98114E+15,西安广播电视台,2023-12-20 21:25,【#阿房一路沣河大桥合龙计划年底通车#】阿房一路是西安中心城区至西咸新区基础设施互联互通项目之一，今天下午，项目建设再次迎来突破性进展，主要控制性工程沣河大桥正式合龙，标志着该项目整体建设逐步进入收尾阶段，预计项目沣东、沣西段年底前建成通车。（记者 王平）#微博之夜 投票# 西安广播电视台的微博视频,0,0,0,2217,66万,m,,西安,陕西,中国
22,4.98108E+15,广州规划资源,2023-12-20 17:50,#工作动态# 对口帮扶结硕果 | 加强广清规划对接，持续推动基础设施互联互通 网页链接 ：近年来，广州市规划和自然资源局及下属单位积极对接广东清远、湛江雷州南兴镇，贵州省黔南州、毕节市，福建省龙岩市和西藏波密县等地，持续推进对口支援帮扶工作，取得了良好的成效，为促进当地产业、人才、文化、生态全面振兴贡献规划资源力量。,0,0,0,137,3.8万,m,,广州,广东,中国
22,4.98094E+15,zjtv今日长三角,2023-12-20 8:46,#今日长三角# 《今日长三角》节目第641期||长三角动态资讯#今日长三角融媒中心##推动长三角一体化走深走实#一体化发展，交通是基础。要以长三角一体化高质量发展为契机，以交通为纽带，不断提升交通基础设施互联互通水平，在这方面，三省一市毗邻区是重点，要做好省市间交通互联的共同规划，协调施工期，打通断头路。不久前，长三角三省一市签署合作备忘录，提升长三角交通运输高质量一体化发展水平。随着交通一体化各项举措的落实，将更好地促进区域协同发展，实现产业、就业等协同发展，让“近邻”变“紧邻”。一体化发展，产业是关键。深入推进长三角一体化发展，要加快完善一体化发展体制机制。推动产业协同和互补，打造高质量产业发展集群。积极促进各个城市间产业链和供应链的有效对接，形成优势互补、合作共赢的产业格局。特别是在高科技、现代服务业、先进制造业等领域，推动先进产业集群形成和发展。 zjtv今日长三角的微博视频,0,0,0,87,2.5万,m,,杭州,浙江,中国
22,4.98025E+15,中国信息通信研究院,2023-12-18 10:55,【中国信通院联合发布《电信基础设施跨行业共建共享研究报告（2023年）》】党的二十大报告指出，要“建设现代化产业体系……优化基础设施布局、结构、功能和系统集成，构建现代化基础设施体系”。科学规划是构建现代化基础设施体系的关键要求，要立足全生命周期，统筹各类基础设施布局，实现互联互通、共建共享、协调联动。实施电信基础设施跨行业共建共享，推进社会各行业资源双向开放共享和融合创新应用，不但能够促进社会基础设施集约化高效建设、从源头减碳降碳，而且能够加快5G和千兆光网等新技术与各行各业融合贯通，加速技术协调应用、促进各行业数字化升级发展，对于支持形成交叉融合、开放创新、绿色低碳的现代化产业体系具有重要意义。为深化社会各行业对跨行业共建共享的理解，中国信息通信研究院联合中国铁塔正式发布了《电信基础设施跨行业共建共享研究报告（2023年）》。网页链接,0,0,2,430,4.7万,m,,,北京,中国
22,4.97886E+15,中国市场监管报,2023-12-14 14:28,【上海计测院全力服务长三角一体化发展】12月13日，从上海市计量测试技术研究院（以下简称上海计测院）传来消息，为更好服务长三角一体化发展，该院紧扣“一体化”和“高质量”，持续抓好计量服务经济社会高质量发展重点工作，助力长三角区域计量基础设施互联互通。　　积极完善区域量传溯源体系建设。上海计测院保存“（200～2500）MPa超高压国家基准装置”“镜向光泽度国际基准装置”2项基准，为长三角区域相关领域和机构提供高精度技术服务。该院还建有169项华东地区最高社会公用计量标准，每年为长三角区域省级最高级计量标准量值传递近700项。针对长三角区域医疗、环保、汽车充电桩等领域监管新需求，该院近年来新建“角膜曲率计检定装置”“总悬浮颗粒采样器检定装置”“综合验光仪检定装置”等7项标准，充分满足长三角区域量值传递和溯源体系建设需求。　　开展长三角区域计量技术规范制定。上海计测院已主导制定沪苏浙皖计量技术规范4项，分别是《微纳米线间隔标准样板校准规范》《商品过度包装计量检验操作规范》《交直流大电流测量仪校准规范》《电流线圈校准规范》，助力长三角计量技术规范体系建设。　　优化区域计量技术服务。上海计测院每年服务长三角区域企业、科研院所等各类主体1.6万余户，完成超过135万台件计量器具检测服务；积极参与长三角产业计量技术创新挑战赛，努力解决长三角区域企业、产业发展亟须突破的测不全、测不准、测不了等“卡脖子”难题，荣获“最佳产业服务机构奖”。　　服务数字长三角建设。上海计测院国家时间频率计量中心上海实验室建立溯源至院原子时标标准的数字化时间频率远程校准平台，开展长三角区域远程时间频率溯源示范应用，顺利完成江苏省计量科学研究院、浙江省计量科学研究院高准确度铯原子频率标准的远程、原位校准，为江苏、浙江产业发展提供了精准时频计量服务，实现“设备不出门、数据多跑路”，推进数字计量基础设施跨区域融合、共享与应用。　　支撑区域计量一体化监管合作。上海计测院每年开展区域内省级机构计量标准考核近100项，支撑区域计量结果一致；开展长三角区域加油机计量暗访，完成长三角区域二氧化碳食品添加剂抽检；探索长三角区域计量技术机构考评协调机制，统筹互派专家完成考评任务34项。（沪计测）,0,0,0,243,32.2万,m,,,北京,中国
22,4.97841E+15,海口日报,2023-12-13 9:00,【互促共进聚合力 各展所长谋发展！海口经济圈推进8个一体化取得积极成效】12月12日，推进海口经济圈发展领导小组第二次全体会议召开。过去一年，海口经济圈内各市县认真贯彻领导小组第一次会议部署，切实抓好8个一体化工作任务落实，加快推进先导性项目建设。在各市县共同努力下，基础设施互联互通迈出新步伐，园区产业协作呈现新气象，生态环保联建联治实现新突破，公共服务共建共享取得新成效。未来，各市县将持续凝聚互促共进的发展合力，加快推进海口经济圈高质量发展。互促共进聚合力 各展所长谋发展！海口经济圈推进8个一体化取得积极成效,1,0,0,266,117.2万,f,,海口,海南,中国
22,4.97753E+15,广西日报,2023-12-10 22:20,【#广西建成通达东盟12条国际陆地光缆# 】近年来，广西大力推进数字基础设施互联互通，建成通达东盟的12条国际陆地光缆，与东盟9个国家建立了政府间双边技术转移工作机制，与东盟4个国家建立远程医疗合作机制，面向东盟的数字丝绸之路正不断走深走实。当前，广西正加快推进新型基础设施建设，坚持数字化驱动，以数字赋能实体经济发展；深化面向东盟的数字领域合作，依托中国—东盟信息港积极建设面向东盟、服务中南西南的国际通信大通道，助力构建网络空间命运共同体。（记者 骆万丽）,4,0,1,1484,726万,m,,南宁,广西,中国
22,4.97632E+15,贵溪发布,2023-12-7 14:11,【数字丝路：打通经济命脉的“高阶内功”，我们该如何修炼？】“数字丝路”建设将推动“一带一路”共建国家的可持续发展，有助于提升技术、标准、规则和数字基础设施等互联互通。科技创新在“数字丝路”建设中具有至关重要的作用。在如今这个时代，#数字网络是创造价值和需求的信息高速公路# 。这些年来，“数字丝路”交出了怎样一份答卷？面临哪些挑战？未来如何发展呢？#微博公开课# 科普中国的微博视频,4,4,3,1028,12.6万,m,,鹰潭,江西,中国
22,4.97595E+15,现代快报快快看视频,2023-12-6 14:00,#学习100学金句悟思想#【加快建设绿色丝绸之路和数字丝绸之路】习近平强调，中国将继续推进高质量共建“一带一路”，加强同各国基础设施互联互通，加快建设绿色丝绸之路和数字丝绸之路。跟着本期AI学习“课代表”、新疆国际陆港物联信息业务发展部经理李双玲，一起来学习。学习100丨加快建设绿色丝绸之路和数字丝绸之路 现代快报的微博视频,0,0,0,66,135.9万,f,,南京,江苏,中国
23,4.9749E+15,价值投资日志,2023-12-3 16:13,价值投资日志 跨越式进入AI时代在很多方面，AI与二三十年前手机颠覆通信的方式相似，尤其是在新兴市场。这种技术飞跃使新兴市场国家无需使用广泛、昂贵的通信基础设施，进而对生产力和互联互通造成了深远的影响。AI还增强了许多国家的开放程度，让以前有所隔绝的农村地区也加入到全球对话之中。新兴市场的AI革命可以被看作是下一个实现跨越式发展的机遇。新兴市场国家缺乏传统基础设施，AI为它们提供了一个比发达市场国家更快采取行动的机会。例如，新兴市场的企业不受到需要重新配置现有系统的限制，可以直接设计最佳的数据中心架构。数据中心也有望从提供存储转变为提供计算能力，为行业内的企业创造可观的机会。生成式AI有望彻底改变多个行业，其应用范围从撰写会议记录等日常任务自动化，到医疗保健领域的突破性创新。新兴市场公司抓住这些机遇的能力或将带来变革。#投资# 沧州·沧州医学高等专科学校,0,1,1,1495,153万,m,河北,沧州,河北,中国
23,4.97448E+15,广西大数据发展局,2023-12-2 12:24,【国家数据局局长刘烈宏会见越南通信传媒部部长阮孟雄】2023年11月30日，国家数据局局长刘烈宏会见来访的越南通讯传媒部部长阮孟雄，双方就进一步深化中越双边关系、加强数字经济、基础设施互联互通、数字技术赋能传统产业、人工智能等前沿技术合作、数字城市和产业园区建设、人才交流等议题进行了交流。网页链接,0,0,0,9,228,f,,南宁,广西,中国
23,4.97426E+15,河南新闻阅评员,2023-12-1 22:13,【深圳市超充之城建设动员部署 加快建设世界一流超充之城】#电动汽车充电桩##储能#加强光储超充、车网互动、无线充电等技术创新和场景示范应用，完善充电设施标准体系。提升充电基础设施数字化、智能化、融合化发展水平，完善充电与储能的一体化平台功能，加强与充电基础设施的互联互通。,0,0,0,431,4523,m,河南,郑州,河南,中国
23,4.97383E+15,平评瓶,2023-11-30 17:16,#强信心看广东##强信心看汕头# 推进区域交通基础设施的互联互通，是“补短板”的重要一环，更是汕头走好“工业立市、产业强市”之路，承接产业转移，深度融入大湾区的重要条件。 ,0,0,0,436,427,m,广东,汕头,广东,中国
23,4.97341E+15,世界经济论坛,2023-11-29 13:30,【“一带一路”倡议10周年：共建全球互联互通网络 】2013年，中国正式提出共建“一带一路”倡议，聚焦基础设施建设，促进亚洲、欧洲和非洲之间的贸易往来及互联互通。今年是“一带一路”倡议的十周年。“一带一路”倡议得到了许多国家和地区的欢迎和参与，所支持的项目和投资足迹遍布亚洲、非洲、欧洲、南美。目前，已有150多个国家和30多个国际组织签署了200余份合作文件，加入共建“一带一路”倡议。“一带一路”倡议所涉及的项目类型非常广泛，包括修建和升级公路、港口、铁路、管道等各种与贸易有关的基础设施。与此同时，“一带一路”也为提升网络连接和促进数字技术发展注入力量。 2021年，世界经济论坛发布《“一带一路”城市互联互通指数》洞察力报告。报告指出，“互联互通不仅是我们时代的重大新趋势，也是未来经济的关键动力。” 报告旨在帮助“一带一路”国家典型城市在共建“一带一路”倡议的大背景下，评估城市间各类关键要素（资本、货物、信息）的流动情况，帮助各个城市加强交流协作，从而形成1个高度联通的共建“一带一路”城市互联互通网络。阅读更多：网页链接#2024冬季达沃斯#,2,0,1,197,63.8万,m,上海,上海,上海,中国
23,4.97336E+15,内蒙古日报,2023-11-29 10:46,#“一带一路”内蒙古边境口岸媒体行#【内蒙古20个对外开放口岸打通互联互通“大动脉”】 口岸是国家对外开放的门户，是对外开放必不可少的重要基础设施。内蒙古加速推进口岸基础设施建设，打通互联互通“任督二脉”。 内蒙古20个对外开放口岸打通互联互通“大动脉” ,3,0,2,1173,242.9万,m,,呼和浩特,内蒙古,中国
23,4.97334E+15,大美吉水,2023-11-29 9:17,【深中通道，将如何助力大湾区的融合发展？】中山大学粤港澳发展研究院首席专家 教授 陈广汉：首先一个是基础设施互联互通。港珠澳大桥主要是把香港和珠三角西岸连接起来，深中通道主要是把深圳跟珠三角西岸连接起来了，它们在功能上是非常有区别的。基础设施对接之后，下一步就把体制机制对接好，然后实行产业的协同发展，更好实现区域均衡发展和融合发展。 新闻一加一的微博视频,1,0,3,150,10.2万,f,,吉安,江西,中国
23,4.97333E+15,新闻一加一,2023-11-29 8:26,【深中通道，将如何助力大湾区的融合发展？】中山大学粤港澳发展研究院首席专家 教授 陈广汉：首先一个是基础设施互联互通。港珠澳大桥主要是把香港和珠三角西岸连接起来，深中通道主要是把深圳跟珠三角西岸连接起来了，它们在功能上是非常有区别的。基础设施对接之后，下一步就把体制机制对接好，然后实行产业的协同发展，更好实现区域均衡发展和融合发展。 新闻一加一的微博视频,3,0,6,246,224.2万,m,,北京,北京,中国
23,4.97315E+15,长江云新闻,2023-11-28 20:33,【湖北：畅通国内国际双循环 打造内陆发展新高地】首衡城落户湖北，看中的是湖北国内国际双循环重要枢纽的区位优势。今年以来，湖北围绕互联互通物流网络建设，抢抓基础设施强链补链机遇，加快物流通道互联互通、组链成网。 长江云新闻的微博视频 ,0,0,1,121,557.2万,m,,武汉,湖北,中国
24,4.97262E+15,中国汽车报,2023-11-27 9:35,#汽车早餐# 国内新闻国家数据局：适度超前部署，推动国际数据基础设施互联互通11月26日，国家数据局局长刘烈宏在第二届全球数字贸易博览会上表示，国家数据局正式揭牌，使命就是促进数据合规高效流通使用，赋能实体经济。下一步，将适度超前部署，推动国际数据基础设施互联互通建设。苏州冬季汽车消费节启动，推出1亿元新能源购车补贴据苏州市商务局消息，“苏州市秋冬季系列促消费活动——冬季汽车消费节”正式启动。活动时间为2023年11月25日至2024年3月31日。对在苏州市参与活动的汽车经销企业处购买新能源乘用车新车的个人消费者（营运车辆及公牌不参加），按照相关标准予以无门槛数字人民币消费红包补贴（不能提现）。补贴资金总计1亿元，实行总额控制，先到先得，用完即止。南京市发放第二轮汽车消费补贴 新能源车最高可享5000元据“南京发布”11月26日消息，南京市发放2023年第二轮汽车消费补贴，活动对象为，2023年11月28 日（含）起，在南京市从事汽车新车零售业务的限额以上批发零售业单位购买7座（含）以下非营运车乘用车新车（不含二手车）并完成上牌的个人消费者，不限上牌地区。申请人通过全部审核流程后，根据购车类型及价格（以机动车销售统一发票上不含税价为准）分档予以补贴。具体如下：20 万元以下，燃油车和新能源车均按照 1000元/辆给予一次性补贴；20万元（含）以上，燃油车按照 4000元 / 辆给予一次性补贴；新能源车按照 5000元 / 辆给予一次性补贴。江西省商务厅：12月1日起发放1953万元省级汽车消费券江西省商务厅定于12月1日起通过中国银联“云闪付”平台面向全省发放总额为1953万元的“2023江西省级汽车消费券”。据了解，本次活动汽车消费券共有6510个名额，先到先得，发完为止。乘联会：11月狭义乘用车零售预计208万辆 新能源预计82万辆近日，乘联会预计本月狭义乘用车零售市场约208.0万辆，环比增长2.3%，受去年同期低基数影响，同比增长26.0%。新能源零售82.0万辆左右，环比增长3.6%，同比增长36.4%，渗透率约39.4%。国际新闻大众将在三年内推出中国专属电动汽车平台 开发入门级纯电市场近日，大众汽车集团宣布，将在三年内推出专为中国市场设计的新电动车平台。新平台衍生自大众的MEB平台，从2026年起，大众将以该平台为基础，开发专门为中国客户需求量身定制的纯电动车型。福特重启与宁德时代建造电动汽车电池工厂计划近日，据美国CNBC报道，福特汽车本周发布消息称，将重启与宁德时代合作的密歇根州电动汽车电池工厂计划。福特曾在今年2月表示，将在该工厂生产磷酸铁锂电池，但在9月宣布中止建设。福特在最新声明中表示，确认将推进这个项目，同时考虑到投资、增长和盈利之间的平衡，将缩小产能规模。特斯拉将收取充电“拥堵费” 每分钟1美元11月25日，据外媒报道，特斯拉宣布将开始在部分充电站收取“拥堵费”。在部分超级充电站，拥堵费将取代此前闲置占用费。到目前为止，特斯拉只公布了美国的拥堵费率，即为每分钟1美元。特斯拉表示，当电池电量水平达到90%之后，如果车辆继续充电，车主每分钟需要支付1美元的拥堵费。日产将投资14亿美元在英国工厂生产最畅销汽车的电动版本11月25日消息，日产将投资14亿美元升级其位于英格兰东北部的工厂，以生产其两款最畅销汽车的电动版本。对于正试图重振该国陷入困境的经济的英国政府而言，日产的计划将是一个推动力。这家日本汽车制造商在桑德兰（Sunderland）的工厂拥有6000名工人，生产燃油版或混动版逍客，以及小型Juke跨界车。企业新闻曾毓群等入选“TIME 100气候影响力人物”近日，《时代》周刊公布“TIME 100气候影响力人物”，宁德时代董事长曾毓群与微软比尔·盖茨、世界银行行长彭安杰“同框”上榜。今年4月宁德时代发布“零碳战略”，宣布要在2025年实现核心运营碳中和，2035年实现价值链碳中和，目前宁德时代旗下已有4家零碳工厂，还用 “CREDIT”价值链可持续透明度审核计划，让供应链低碳化。长安汽车与华为签署投资合作备忘录11月26日，长安汽车公告，与华为签署《投资合作备忘录》。经协商，华为拟成立一家新公司，聚焦智能网联汽车的智能驾驶系统及增量部件的研发、生产、销售和服务。根据备忘录，华为拟将智能汽车解决方案业务的核心技术和资源整合至新公司，长安汽车及关联方将有意投资该公司，并与华为共同支持该公司的未来发展。长城汽车荆门工厂年度10万辆整车下线据长城汽车消息，11月25日，长城汽车首个高端越野制造基地——长城汽车荆门工厂年度10万辆整车下线。比亚迪官方回应终端促销：仅限于11月内、不是官降11月25日，针对网络流传终端促销一事，比亚迪官方回应表示，“本次促销仅限于11月内，不是官降。促销的目的是加速油转电。”近日，有比亚迪经销商反馈信息显示，比亚迪王朝网旗下秦、汉、唐、宋等多款车型的现金优惠幅度扩大到了3000元到1万元: 海洋网车型目前价格未出现明显松动，保持了月初的降幅。高合汽车、悟空出行达成战略合作高合汽车与悟空出行日前在上海成功举行了战略合作签约仪式。作为合作的一部分，高合HiPhi Y的深度试驾体验服务已经在悟空出行的应用程序上线，为用户提供更加便捷的电动汽车体验服务。悟空出行计划将HiPhi Y首先投放到旅游和商务出差频繁的热门城市，通过平台商户提供这些高端电动汽车的共享服务。上汽通用五菱：五菱星光预售一周订单超5000辆11月25日，上汽通用五菱汽车官微宣布，五菱星光于11月17日在广州车展正式开启预售，预售一周订单超5000辆。捷威动力回应停工停产传闻：部分中后台支持部门员工停工捷威动力11月25日就停工停产消息回应称，天津捷威部分中后台支持部门员工停工，系公司根据战略及业务需求做出的业务调整，未来将视业务需要及组织调整情况，适时恢复相关职能的复工。捷威动力称，天津捷威主要职能是管理和研发，目前盐城和长兴基地正常运行。,0,0,0,361,24.3万,m,,北京,北京,中国
24,4.97261E+15,西安网络广播电视台,2023-11-27 9:01,【加快基础设施互联互通 全面推动西咸一体化】近年来，我市紧紧围绕国际性综合交通枢纽城市定位，加快推动西安-咸阳交通同网发展进程，全面推动西咸一体化，多条道路相继建成通车，两市市民逐渐告别“双城记”、迈向“同城化”。西安网的微博视频 ,0,0,0,555,8.3万,f,,西安,陕西,中国
24,4.9724E+15,东莞哥,2023-11-26 18:42,#东方财富##股票#【国家数据局：适度超前部署 推动国际数据基础设施互联互通】据央视网，国家数据局局长刘烈宏在第二届全球数字贸易博览会上表示，国家数据局正式揭牌，使命就是促进数据合规高效流通使用，赋能实体经济。下一步，将适度超前部署，推动国际数据基础设施互联互通建设。国家数据局：适度超前部署 推动国际数据基础设施互联互通 (来自@东方财富网),1,1,6,864,19.3万,m,广东,东莞,广东,中国
24,4.97138E+15,长沙发布,2023-11-23 23:13,"【#复兴印迹见证中国担当与温度#】当产自哈萨克斯坦的面粉摆在西安年货架上，当成都市民惬意品鉴着来自意大利的红酒，此时的长沙，正有95个集装箱的海外订单发往波兰。中欧班列，全球里程最长，途经国家最多的铁路线，使中国与欧洲的贸易实现铁海连通，让沿线国家基础设施实现互联互通。11月24日,系列微纪录片《复兴印迹》第三集《亚欧大陆上的钢铁驼队》准时出发，欢迎围观！视听新时代的微博视频 (来源/@芒果TV ) 长沙",0,0,2,524,210.1万,m,,长沙,湖南,中国
24,4.97089E+15,中国广西政府网,2023-11-22 15:03,【蓝天立会见越南高平省人委会主席黄春映】11月21日，自治区主席蓝天立在南宁会见越南高平省人民委员会主席黄春映一行，就加快口岸开放升格和基础设施互联互通等交换意见。网页链接 ,0,0,0,33,5.7万,m,,南宁,广西,中国
24,4.97025E+15,南亚研究通讯,2023-11-20 20:20,建设面向南亚大通道，西藏准备这样干……11月5日，中国藏学研究中心社会经济研究所所长扎洛在“一带一路”倡议十周年学术研讨会上表示，中国在提出共建“一带一路”时对西藏的定位是面向南亚开放大通道。他建议，一方面要扩大开放，鼓励边境贸易；二要完善基础设施建设，提升互联互通能力；三是发挥冈仁波齐对促进贸易的重要作用……#微博新知#  评论 | 扎洛：建设面向南亚开放大通道，西藏要有大动作…,5,18,51,285,19.7万,m,云南,昆明,云南,中国
25,4.96909E+15,佛山市政府网,2023-11-17 15:50,【禅城南海组“cp”，要打造佛山城市中心！】11月15日，《佛山市禅城区与南海区区域合作发展框架协议》正式签约。禅南两区将从产业协同发展、区域规划协同、基础设施互联互通、城市治理互融互进、公共服务一体化5大工程领域开展合作，携手共建中央活力区，打造佛山城市中心，构建区域协调发展新格局。网页链接,0,1,0,589,59.3万,f,,佛山,广东,中国
25,4.96904E+15,东疆综合保税区政务微博,2023-11-17 12:15,　　初冬的寒意挡不住奋进的热潮，京津冀广袤的大地上交通基础设施互联互通的脚步蹄疾步稳。随着一项项工程持续发力，一条条线路连接成网，“大动脉”串联起京津冀，“一张网”激活出新动能。　　不久前，“轨道上的京津冀”再传捷报，备受关注的津兴城际铁路开始了按图行车试验，顺利进入开通运营的倒计时。网页链接,0,0,0,49,18.8万,m,,天津,天津,中国
25,4.96899E+15,网信滨海,2023-11-17 9:14,【交通互联互通持续发力：“大动脉”串联京津冀 “一张网”激活新动能】初冬的寒意挡不住奋进的热潮，京津冀广袤的大地上交通基础设施互联互通的脚步蹄疾步稳。随着一项项工程持续发力，一条条线路连接成网，“大动脉”串联起京津冀，“一张网”激活出新动能。 网页链接 ,0,0,0,104,12.3万,m,,天津,天津,中国
