点赞数,评论数,转发数,发布时间,微博内容
4,0,2,2022-7-27 14:59,【“东方之韵——中国苏绣精品展”在澳大利亚悉尼开展】近日，“东方之韵——中国苏绣精品展”在澳大利亚悉尼中国文化中心开幕。一件件手工刺绣精品展示出温婉柔美的江南气质和国家级非物质文化遗产的非凡匠心。（新华社） 中国一带一路网的微博视频 
5,0,2,2022-7-27 14:48,【中国向巴基斯坦西南部受灾民众捐赠救灾物资】受中国驻巴基斯坦大使馆委托，巴基斯坦的巴中友好组织——中国之友论坛日前在该国西南部俾路支省城市吉拉赛义富拉，向受洪涝灾害影响的当地民众发放中国援助的救灾物资。（新华社） 中国一带一路网的微博视频 
11,0,3,2022-7-27 9:59,【甘肃今年首批“秦安蜜桃”出口新加坡】兰州海关7月21日发布消息称，经该关所属天水海关检验合格，天水大洲跨境电商综合服务有限公司申报的15吨、货值8.4万美元的“秦安蜜桃”，通过跨境电商B2B（9710）模式顺利出口新加坡，这是自2019年“秦安蜜桃”取得出口零突破以来再次实现出口。（中国新闻网）
5,0,2,2022-7-27 9:56,【上半年甘肃进出口总值同比增长24.6%】兰州海关7月20日发布消息称，今年上半年，甘肃省外贸进出口总值325.8亿元，同比增长24.6%，增速排名全国第8位。其中，出口值12.2亿元，同比增长74.3%；进口值40.5亿元，同比增长41%。（中国新闻网） 上半年甘肃进出口总值同比增长24.6% 
6,0,5,2022-7-26 18:56,【制片人侯鸿亮：国产剧“走出去”步伐加快】优秀影视作品能够跨越不同文化和语言，走进各国观众内心，帮助他们了解中国、爱上中国。4月以来，国产热播剧《开端》上线海外流媒体提供商网飞，并陆续发行至韩国、泰国、柬埔寨等国，收获满满好评。随着走向海外的中国原创剧集数量不断提升、类型日益丰富，国产剧出海已成为重要的文化现象。（人民日报）
2,0,2,2022-7-26 17:41,【#中国多地旅游业加快复苏回暖#】为期3天的2022中国国际旅游交易会22日在昆明开幕，来自71个国家和地区的参展商及文旅机构以线上线下方式参与这场亚洲地区规模最大的专业旅游展会，共谋旅游业发展大计，推动国际间的旅游合作。（新华社） 中国多地旅游业加快复苏回暖 
3,0,2,2022-7-26 14:20,【#中国新能源汽车何以热销海外#】中国汽车工业协会日前公布的数据显示，今年上半年，中国新能源汽车共出口20.2万辆，同比增长1.3倍，占汽车出口总量的16.6%。中国新能源汽车的国际竞争力不断提升，相关企业也积极抢抓机遇，大力开拓海外市场，引发外媒高度关注。（人民日报海外版）
3,0,4,2022-7-26 12:20,【新华全媒+ | #第五届数字中国建设峰会成果丰硕#】第五届数字中国建设峰会24日在福州闭幕。本届峰会共签约数字经济项目565个、总投资2990亿元，涵盖5G、物联网、人工智能、工业互联网、网络安全、卫星应用等领域，将有力推动我国数字产业化、产业数字化。（新华社） 新华全媒+ | 第五届数字中国建设峰会成果丰硕 
5,0,6,2022-7-26 11:14,【全球连线｜#西班牙商界展示对中国经济信心#】在疫情和国际局势变化之下，中国经济今年上半年克服诸多不利因素，经济运行总体呈现企稳回升态势。西班牙商贸界人士在近日接受新华社采访时对中国经济形势表现出了信心，他们认为，中国经济虽然在今年前几个月曾遭遇了一些困难，但已迅速恢复了元气和活力。（新华社）
2,0,3,2022-7-26 10:30,【新华全媒+丨#2022年中国国际消费品博览会开幕#】7月25日上午，第二届中国国际消费品博览会暨全球消费论坛开幕式在海南海口举办。本届消博会的主题是“共享开放机遇、共创美好生活”。本届消博会分为国际国内两个展区，总面积达10万平方米，较首届增长25%。参展品牌显著增加，吸引来自国内外的参展品牌2800余个。消博会作为全球消费精品展示交易的公共服务平台，将在本届展会上汇聚更多的“全球首发、亚太首展、中国首秀”，在引领消费潮流、释放消费潜力、促进消费升级等方面发挥重要作用。（新华社）
2,0,3,2022-7-26 10:04,【全球连线丨跨境电商为中国西南地区对外贸易开拓新增长点】2022年第四届中国西部国际投资贸易洽谈会于7月21日至24日在重庆举行。作为西洽会的配套活动之一，中国（重庆）跨境电商发展高峰论坛同步举行，活动邀请了包括高校研究人员、跨境电商企业和平台负责人在内的140多位代表参会，共同展望跨境电商行业发展新趋势，为西部跨境电商高质量发展注入新动力。（新华社）
2,0,2,2022-7-25 18:22,【#畅通贸易管道助中国企业拓展全球业务#】在西安市雁塔区未来产业城管委会园区，西安斯瑞先进铜合金科技有限公司的生产车间里，一批高技术含量的金属材料刚刚完成生产、准备外销。尽管地处西北内陆，但这家公司的业务触角早已伸向全球，是ABB、施耐德、阿尔斯通公司等世界500强企业的重要供应商。（新华社）
6,0,3,2022-7-25 17:10,【陆海新通道让中国西部“拥抱”世界】正在重庆举行的第四届中国西部国际投资贸易洽谈会（简称西洽会）上，一组“逆势飘红”的亮眼“成绩单”成为国内外嘉宾关注的焦点——今年上半年，陆海新通道运输货物21.6万标箱，同比增长30.3%，目的地已拓展至107个国家和地区的319个港口。（新华社）
3,0,2,2022-7-25 16:55,【上海外企一线生产见闻：仍对中国市场充满信心】工厂中巨型管道发出隆隆轰鸣声，实验室中正在调制的各色饮料糖浆，生产线上工人熟练操作多种大型设备……记者近日走访位于上海市闵行区莘庄工业区的三家外资企业。受访企业均表示，中国市场前景广阔，对未来发展充满信心。（新华社客户端）
4,0,3,2022-7-25 16:37,【新消费、新活力：外企共享中国消费升级“大蛋糕”】中国贸促会近期调研显示，不少外资企业表示，尽管疫情带来一定冲击，但中国消费市场发展长期向好的趋势没有改变，消费数字化、品质化、个性化升级趋势明显，外资企业对中国这片沃土依然充满信心。（新华社） 新消费、新活力：外企共享中国消费升级“大蛋糕” 
2,0,2,2022-7-25 16:22,【中老“和平列车-2022”人道主义医学救援联合演习开展全流程联合演练】中老“和平列车-2022”人道主义医学救援联合演习暨医疗服务活动全流程联合演练22日在老挝万象省蓬洪火车站展开。（新华社） 中老“和平列车-2022”人道主义医学救援联合演习开展全流程联合演练 
3,0,2,2022-7-25 15:30,【“一带一路”架起肯尼亚的幸福路】连接东非第一大港口蒙巴萨和肯尼亚首都内罗毕的蒙内铁路，是一条采用中国标准、中国技术、中国装备建造的现代化铁路，是中非共建“一带一路”的重要成果。2017年5月，习近平主席在会见来华出席“一带一路”国际合作高峰论坛的肯尼亚总统肯雅塔时强调，要以蒙内铁路建设为牵引，推进建设路港一体化的产业经济走廊，共同打造蒙内铁路、蒙巴萨港、蒙巴萨经济特区三位一体合作新格局。不久前，东非第一条快速路——内罗毕快速路也已开通试运营。（中央广电总台国际在线）
2,0,3,2022-7-25 15:25,【全球连线｜创业就业 青年们这么看】7月22日，世界青年发展论坛就业创业主题论坛在京举行。来自国际组织、企业、高校等10余名中外嘉宾围绕青年就业创业展开交流讨论，超过70个国家的近300名青年代表通过线上线下方式参会。与会嘉宾在主旨演讲环节介绍了各地区、各领域、各组织赋能青年就业创业的具体举措，还就“新经济催生就业新机遇”展开对话，讨论当代青年如何把握经济发展方向，通过勇于科技创新、更新择业观念，以更高水平就业实现自我价值。（新华社）
3,0,2,2022-7-25 15:06,【全球连线｜#带你看中国民族汽车品牌硬核人气#】高端霸气的红旗LS7、纯电旗舰MPV岚图梦想家、威风凛凛的坦克500……正在举行的第19届中国（长春）国际汽车博览会上，中国民族汽车品牌人气颇高。近年来，中国民族汽车品牌不断推出高端豪华车型，给消费者带来畅快的驾乘体验，也对其提升销量起到很大作用。很多“网红”车型不仅在中国国内广获好评，还在欧洲、中东、拉美、非洲等地受到消费者欢迎。中国汽车工业协会最新数据显示，中国品牌乘用车上半年累计销售489.1万辆，同比增长16.5%，占乘用车销售总量的47.2%。业内人士认为，中国汽车品牌正呈现集体向上的发展态势。（新华社）
4,0,2,2022-7-24 17:55,【上半年天津保税维修进出口超93亿元】日前，来自中国香港的“黄海先锋”轮靠泊天津新港船舶重工有限责任公司修船码头，将在此进行为期半个月的全面检修。这是今年天津口岸迎来的第15艘保税维修船舶。天津海关数据显示，今年上半年，天津市保税维修进出口总值达93.46亿元，同比增长56.2%。其中，船舶保税维修的进口船值达到7.8亿元，比去年同期增长两倍，维修产值达1400万元，同比增长24.4%。（天津日报）
3,0,1,2022-7-24 15:55,【大瑞铁路大保段开通 古丝路迈入动车时代】7月22日上午10时，C296次复兴号动车组列车从云南省保山站驶出，一路向东驶向大理。经过14年艰难建设，大理至瑞丽铁路大理至保山段正式开通运营，保山市结束不通铁路的历史。（新华社） 大瑞铁路大保段开通 古丝路迈入动车时代 
2,0,2,2022-7-24 12:55,【数字“舞动”精彩生活——写在第五届数字中国建设峰会开幕之际】第五届数字中国建设峰会23日将在福建福州举行，一场创新绽放、“数字”舞动的数字化发展盛宴即将开启。（新华社） 数字“舞动”精彩生活——写在第五届数字中国建设峰会开幕之际 
2,0,3,2022-7-24 10:55,【国际时评 | 中欧班列里程碑 对外合作新征程】作为中国首条中欧班列线路，中欧班列（重庆）日前迎来新的里程碑——中欧班列（重庆）开行突破1万列。中欧班列（重庆）开行列车破万标志着亚欧大陆互联互通、共同发展的一个新起点，也昭示着中国对外经贸及更广阔领域合作的光明前景。（新华社）
2,0,3,2022-7-24 9:55,【外汇局：我国跨境服务贸易总体规模已超2019年疫情前水平】“我国跨境服务贸易总体规模已经超过疫情前水平。”国家外汇管理局副局长、新闻发言人王春英7月22日表示，全球疫情暴发以来，我国的跨境旅行受到了较大影响，但其他形式的跨境服务贸易恢复较快。（新华社） 外汇局：我国跨境服务贸易总体规模已超2019年疫情前水平 
7,0,4,2022-7-24 9:52,【#来世界动力电池大会体验新产品#】7月21日至23日，2022世界动力电池大会在四川宜宾举行。近年来，新能源汽车行业蓬勃发展，而动力电池——这颗新能源汽车的“心脏”也成为产业的“风口”。我国动力电池产业发展整体处于全球前列，动力电池里有哪些科技？续航、安全有哪些新提升？跟着新华社记者一起去感受百变“绿电”带来的心跳吧！（新华社）
7,0,4,2022-7-23 14:38,【通关忙 韧性足 潜力大——陆路口岸见证“一带一路”经贸合作走深走实】盛夏时节，骄阳似火。从新疆霍尔果斯公路口岸放眼望去，一排排产自陕西、河南等地的铲车、客车、自卸车整齐摆放，通过“界桥交接”的零接触模式出口到哈萨克斯坦、乌兹别克斯坦等“一带一路”沿线国家。通关忙 韧性足 潜力大——陆路口岸见证“一带一路”经贸合作走深走实 
5,0,3,2022-7-23 12:38,【商务部：中韩自贸协定第二阶段谈判取得实质性进展】商务部新闻发言人束珏婷7月21日表示，根据中韩自贸协定有关规定，两国已启动中韩自贸协定第二阶段谈判，以负面清单模式开展高水平服务贸易和投资自由化磋商。迄今，双方已举行9轮正式谈判，取得实质性进展。 
10,0,3,2022-7-23 9:27,【全球连线丨构建中缅新通道：大瑞铁路大保段开通运营】22日上午，大理至瑞丽铁路大理至保山段正式开通运营，云南省保山市结束不通铁路的历史。大瑞铁路大保段成功开通运营，拓宽了滇西地区的发展之路，结合公铁、海铁联运方式，将打通中国与缅甸等东南亚国家间的物流新通道。 中国一带一路网的微博视频 
7,0,3,2022-7-22 14:39,【中车氢能源智轨列车将落地马来西亚古晋】马来西亚古晋城市交通系统项目包1中标通知书的颁发仪式7月18日在沙捞越州首府古晋举行，该项目一期共计2条线路，总长约52公里，拟采购湖南中车智行科技有限公司生产的中车氢能源智轨列车38列。（中国一带一路网） 中车氢能源智轨列车将落地马来西亚古晋 
7,0,2,2022-7-22 13:39,【李克强出席世界经济论坛全球企业家特别对话会】 国务院总理李克强19日晚在人民大会堂出席世界经济论坛全球企业家视频特别对话会，发表致辞并同企业家代表互动交流。世界经济论坛主席施瓦布主持，来自50多个国家的近400位企业家参加。（新华社） 李克强出席世界经济论坛全球企业家特别对话会 
4,0,1,2022-7-22 11:34,【习近平向世界青年发展论坛致贺信】7月21日，国家主席习近平向世界青年发展论坛致贺信。习近平指出，青年代表希望，青年创造明天。中国始终把青年看作推动社会发展的有生力量，鼓励青年在参与推动构建人类命运共同体的实践中展现青春活力。希望世界青年发展论坛成为世界青年助力全球发展、全球共促青年发展的重要平台，为世界人民团结发出青年之声，为全球发展进步注入青春之力。习近平强调，各国青年要弘扬和平、发展、公平、正义、民主、自由的全人类共同价值，以实际行动推进全球发展倡议，助力落实联合国2030年可持续发展议程，共同谱写世界青年团结合作的时代新篇章。世界青年发展论坛当日在北京开幕，主题为“促进青年发展、塑造共同未来”，由中华全国青年联合会主办。（新华社）
2,0,3,2022-7-22 10:33,【第二十二届中国国际投资贸易洽谈会将在厦门举办】7月20日，中国国际投资贸易洽谈会组委会在广州举行推介会。30多个国家驻穗总领馆、投资促进机构和商协会代表出席。据组委会介绍，第二十二届中国国际投资贸易洽谈会将于2022年9月8日至11日在福建厦门举办，采取线上线下融合方式。大会以“全球发展：共享数字机遇 投资绿色未来”为主题，聚焦“双碳”目标、数字经济、“一带一路”共建、金砖合作和高质量实施RCEP协定等热点。（新华社）
5,0,2,2022-7-22 9:24,【新华全媒+丨2022世界动力电池大会在四川宜宾举办】7月21日，以“智汇绿色动力·创享低碳未来”为主题的2022世界动力电池大会在四川省宜宾市开幕。大会同步开展的动力电池绿色低碳出行展览会展示了动力电池前沿技术和绿色低碳出行最新成果。（新华社） 中国一带一路网的微博视频 
5,0,3,2022-7-21 17:21,【浙江首开至荷兰中欧班列】记者从中国铁路上海局集团有限公司获悉，7月20日10时，载有100标准箱出口货物的X8020次中欧班列从浙江金华南站鸣笛启程，开往荷兰芬洛，标志着金华中欧班列荷兰线路首发。该趟班列是浙江省开行的首列至荷兰的中欧班列，也是今年金华开行的第400列中欧班列。（新华社）
8,0,2,2022-7-21 16:25,【新时代，我在中国|非洲小伙王山木：汉字有魔力】“汉字就像有魔力一样，写一个汉字，可以感受到中国古代人的智慧。”“最爱川菜，无辣不欢。”“印象最深刻的是莫高窟，看着几千年前的东西，好像跟几千年前的人在交流。”这就是埃塞俄比亚小伙王山木。他来到中国已经7年了，现在在兰州大学管理学院读本科。王山木喜欢中国美食，热爱中国文化。他常对朋友说：“如果再做一次决定的话，我肯定还会来中国学习。中国这么大，我才看了一点点。” （新华社）
1,0,2,2022-7-21 15:19,【全球连线｜非遗项目促进中国意大利两国文化交流】意大利学者唐云多年来持续关注中国传统文化，自2017年定居浙江温州以来，她深入城市街巷、乡村田间，走访调查当地非遗文化，并撰写书籍，向意大利推介中国。在她看来，非遗文化承载着人们对当地生活的情感，也是不同民族、不同国家之间增进互相了解和互相尊重的重要载体。她期待在这个领域做出更多有益的探索。（新华社）
3,0,1,2022-7-21 14:21,【专访：中国经济中长期向好大势并未改变——访泰国央行行长社他布】泰国央行行长社他布•素提瓦纳吕布日前接受新华社记者专访时表示，受新冠疫情反复等因素影响，中国经济增长短期承受压力，但中国有足够的政策空间应对下行压力，也有足够的增长空间支撑经济中长期发展。（新华社）
2,0,1,2022-7-21 14:16,【全球连线 | #一个来自国际团队的处理城市垃圾新方法#】北京一个国际设计团队的城市景观方案在国际青年智汇行动中获得了十佳称号。他们倡导通过在城市中心将废弃垃圾转换为可再生能源，从而提高资源利用率。让我们对话团队代表，百安木设计咨询(北京)有限公司的城市规划设计师、公关经理、外国青年贺晓晴，了解一下这个想法吧！（新华社）
2,0,1,2022-7-21 13:00,【新华全媒+丨#第二届消博会展台搭建有序推进#】目前，第二届中国国际消费品博览会展台搭建工作在海南国际会展中心有序推进。本届消博会将于7月26日至30日在海南省海口市举办，参展企业和品牌数量均超首届，境外企业参展面积占比由首届的75%增加至80%。（新华社） 中国一带一路网的微博视频 
2,0,1,2022-7-21 12:04,【#杭州亚运会举办时间确认#】经有关方面协商一致，并经亚奥理事会执委会批准，杭州2022年第19届亚运会将于2023年9月23日至10月8日举行。（新华社） 
3,0,1,2022-7-20 18:04,【阿尔及利亚总统：#期待同中方扩大各领域交流合作#】阿尔及利亚总统特本19日在首都阿尔及尔说，阿方期待同中方扩大各领域交流与合作。特本当天在接受中国新任驻阿尔及利亚大使李健递交国书时说，阿方高度重视发展对华关系，期待同中方一道，扩大各领域交流与合作，推动两国关系迈上新台阶。李健祝贺阿独立革命胜利60周年及举办奥兰地中海运动会。他说，中阿自建交以来始终相互支持、真诚相待，双边关系堪称典范，各领域合作成果丰硕，中方愿同阿方共同努力，持续巩固两国传统友谊，为中阿全面战略伙伴关系注入新内涵。（新华社）
6,0,1,2022-7-20 16:08,【李克强会见世界经济论坛主席施瓦布】国务院总理李克强7月19日晚在人民大会堂视频会见世界经济论坛主席施瓦布。（新华社） 李克强会见世界经济论坛主席施瓦布 
4,0,2,2022-7-20 15:28,【柬埔寨西港特区企业上半年进出口总额同比增长38.23%】据柬埔寨西哈努克港经济特区（西港特区）发布的最新统计数据显示，今年上半年，全区企业累计实现进出口总额13.74亿美元，同比增长38.23%。柬埔寨商业部副国务秘书兼发言人宾索维吉表示，西港特区是“一带一路”框架下合作共赢的完美典范，提供了大量就业机会，成为集群产业的榜样和出口基地。西港特区与其他“一带一路”项目一起，在后疫情时代帮助促进柬埔寨经济发展方面发挥了至关重要的作用。（中国一带一路网）
3,0,1,2022-7-20 14:53,【乌兹别克斯坦上半年电动汽车进口量近九成】据乌兹别克斯坦国家统计委员会7月18日发布的数据显示，上半年该国从国外进口电动汽车达1125辆，较去年同比增长4.5倍。其中，从中国进口电动汽车达983辆，占该国电动汽车进口总量近九成。当前，乌兹别克斯坦政府鼓励消费者购买使用新能源汽车，对进口电动汽车免征关税和消费税。2021年11月，该国开始为电动汽车车主发放带有绿色标识的新能源车牌。目前，充电桩等配套设施建设也在加快推进。（中国一带一路网）
5,0,3,2022-7-20 10:05,【#来看看浙江的全球重要农业文化遗产#】水稻为鱼提供生活环境和食物，鱼为水稻松土施肥，田埂间鱼稻相依，流水潺潺……这既是如今浙江省丽水市青田县原生态的农田风光，也是这里千百年来再寻常不过的农耕场景。7月17日至19日，全球重要农业文化遗产大会在青田召开。在数千年的农耕历史发展长河中，浙江大地上孕育了众多灿烂的农业文化遗产。截至目前，浙江有青田稻鱼共生系统、绍兴会稽山古香榧群和湖州桑基鱼塘系统3项全球重要农业文化遗产。（新华社）
5,0,3,2022-7-20 9:28,【#中国首列胶轮地铁列车下线并首次出口海外#】北京时间7月18日22时许，墨西哥城地铁1号线整体现代化工程“系统+”项目首列车在中车株洲电力机车有限公司竣工亮相，这是中国企业自主研发的首列胶轮地铁列车并将首次出口海外。该项目列车外观设计极具墨西哥风情，造型硬朗、色彩鲜艳；车身以亮橙色为主色调，适应墨西哥城地铁的系列化设计；客室设计以白色为主色调，局部点缀橙色，给人宽敞舒适之感。（新华社）
4,0,3,2022-7-19 17:08,【全球连线｜全球重要农业文化遗产大会在浙江青田举办】7月17日至19日，全球重要农业文化遗产大会在浙江省丽水市青田县举办。今年也是联合国粮农组织发起全球重要农业文化遗产保护倡议的第20周年。本次大会以“保护共同农业遗产，促进全面乡村振兴”为主题，邀请有关国家、区域、国际组织、学界等探讨全球重要农业文化遗产与粮食系统韧性、乡村可持续发展、农民生计改善等重要议题。（新华社）
3,0,1,2022-7-19 16:42,【陕西“通丝路”创建外贸新平台 搭建“人民币网上丝绸之路”】2022年被纳入《中国（陕西）自由贸易试验区“十四五”规划》后，“通丝路”平台抢抓政策发展机遇，以提升跨境贸易数字化服务能力为突破口，助推陕西跨境贸易数字化转型，创新跨境电子商务人民币服务业务模式，构建跨境人民币流通新应用场景，开展数字货币结算试验，营造跨境贸易数字化良好发展氛围，为陕西跨境贸易高质量发展提供新动能。（西安日报）
1,0,1,2022-7-19 15:59,【“2022中国有约”国际媒体主题采访活动福建站启动】“2022中国有约 A Date with China”国际媒体主题采访活动福建站18日在厦门市启动。此次主题活动邀请外国媒体驻华记者、在华外籍网络名人及中国网络媒体记者，以“边走访、边研讨、边报道”的形式，走访厦门、龙岩、福州等多地，走进基层一线，深入报道福建在数字经济发展、生态文明建设、乡村振兴战略等方面成就，讲好中国故事，传播好中国声音，展示真实、立体、全面的中国。（新华网）
4,0,2,2022-7-19 15:27,【#乌兹别克斯坦中资企业数量已超2000家#】乌兹别克斯坦国家统计委员会近日公布的数据显示，截至2022年7月1日，在乌经营中资企业达2011家，仅次于俄罗斯和土耳其，位居第三；中资企业经营领域涵盖油气勘探、管道运输、基础设施、电信、纺织、化工、物流和农业等领域。数据显示，截至7月1日，在乌经营外资企业总数达14353家，同比增长12%。这些企业主要来自俄罗斯、土耳其、中国、哈萨克斯坦和韩国等国。在“一带一路”倡议的带动下，近年来中乌双边贸易规模不断扩大，贸易额不断上升。双边贸易额从建交之初不到5250万美元跃升至2021年74.4亿美元，增长140余倍。（中国一带一路网）
4,0,2,2022-7-19 14:47,【“一带一路”国际医学教育联盟理事会举办】7月15日，“一带一路”国际医学教育联盟（BRIMEA）第二届理事会第二次会议在中国医科大学召开，共有70家理事单位参会。中国医科大学（联盟理事长单位）校长王振宁教授在理事会上介绍了联盟2021年工作总结及2022年工作规划。会议由中国医科大学副校长曲波教授主持。（中国科学报）
3,0,3,2022-7-19 14:33,【全球连线｜#区域贸易太便利#——泰国商品“圈粉”中国消费者】近日，“泰狂欢—2022泰国嗨购节”在广西南宁开幕，活动由泰王国驻南宁总领事馆商务处携手广西商超、贸易公司，一同向广大市民推介泰国优质特色商品，广西消费者不出国门就可享受到物美价廉的泰国精品。广西位于我国西南地区，与东盟国家陆海相连，是中国与RCEP国家交流合作的重要窗口。近年来，中泰两国依托西部陆海新通道建设的机遇，助推泰国特色农产品、工业制品快速出口到中国。（新华社）
3,0,4,2022-7-19 10:08,【中国海关上半年税收入库11653亿元 同比增长12.2%】今年以来，全国海关统筹通关便利与依法科学征管，量质效并举，上半年税收入库11653亿元，同比增长12.2%。（新华社客户端） 中国海关上半年税收入库11653亿元 同比增长12.2% 
2,0,2,2022-7-19 9:05,【2022年“一带一路”青少年户外运动挑战赛成功完赛】2022年“一带一路”青少年户外运动挑战赛7月11日至13日在南京举行，共有来自巴基斯坦、孟加拉国、印度尼西亚、尼日利亚、坦桑尼亚、摩洛哥、埃及、利比里亚、乌兹别克斯坦、缅甸等20个“一带一路”国家和地区的60多名选手参赛。（交汇点新闻）
3,0,2,2022-7-19 8:44,【#上海外贸6月份实现正增长# 上半年走出“V”形修复曲线】上海海关16日公布，6月份，随着上海全面恢复正常生产生活秩序，当月上海市进出口（上海企业实施的进出口）和上海口岸进出口（全国各省区市企业通过上海口岸实施的进出口）双双实现正增长，同比增速分别达到9.6%和2.8%，较4月分别大幅回升46.2个百分点和41个百分点，进而带动上半年上海外贸走出一条“V”形修复曲线。（新华社）
6,0,2,2022-7-18 17:06,【亚洲首个专业货运机场鄂州花湖机场正式投运】全球第四个、亚洲首个专业货运机场——鄂州花湖机场17日正式投运。从这里出发，1.5小时飞行圈可覆盖包括长三角城市群、珠三角城市群在内的中国五大国家级城市群。涵盖全国90%的经济总量，货物有望实现“一日达全国，隔夜达全球”目标。鄂州花湖机场白天将主要满足客运需求，夜间将主打货运航空。与距离不超过100公里的区域性枢纽机场——武汉天河国际机场，形成航空客货“双枢纽”格局。今年花湖机场将逐步开通鄂州至北京、上海、深圳、厦门、重庆、成都、昆明、青岛、宁波等客运航线，鄂州至深圳、上海、法兰克福、大阪等货运航线，预计到2025年，年旅客吞吐量可达100万人次，货邮吞吐量245万吨。（央视新闻客户端）
8,0,3,2022-7-18 16:30,【#中埃拓展数字化合作#】埃及首条轻轨铁路——斋月十日城轻轨铁路日前通车试运行。该项目由中国中铁—中航国际联合体承建，是埃及第一条电气化铁路项目，也是中埃共建“一带一路”的重要合作项目。（人民日报） 中埃拓展数字化合作 
2,0,1,2022-7-18 15:48,【哥伦比亚第十五届世界中学生“汉语桥”中文比赛举办】当地时间7月15日，第十五届世界中学生“汉语桥”中文比赛哥伦比亚“塔德奥大学孔院杯”云大赛颁奖典礼以线上方式成功举办。中国驻哥大使蓝虎、哥教育部副部长麦迪纳、文化部副部长帕蒂娅分别以预录视频方式出席并致辞。中国教育部科技委主任赵沁平院士，特邀嘉宾胡里亚娜，哥公立及私立大学校长委员会主席加维里亚，前驻华大使鲁埃塔，众议院哥中友好小组成员阿吉莱拉，哥中友协及汉语桥俱乐部波哥大站主席普亚纳，塔德奥大学校长盖坦，三所孔子学院、五所孔子课堂师生及民众共26000多人通过多家平台观看、点赞线上颁奖典礼。（人民网）
5,0,1,2022-7-18 15:24,【塞尔维亚总统：直航让塞中更接近】塞尔维亚总统武契奇16日在首都贝尔格莱德机场为中国海南航空公司执飞的首班北京至贝尔格莱德直航航班举行欢迎仪式。武契奇说，这条航线将拉近塞尔维亚与中国之间的距离。（新华社） 塞尔维亚总统：直航让塞中更接近 
5,0,2,2022-7-18 12:03,【全球连线|“十多年后，我知道我表哥看得对、说得对”——非洲青年在华求学记】2007年夏天，中非共和国小伙西瓦河高中毕业，正当他犹豫是去法国、加拿大还是赞比亚留学时，从中国回来的表哥建议他去中国，“因为中国有更好的未来”。“十多年后，我知道我表哥看得对、说得对。”西瓦河说。（新华社）
7,0,1,2022-7-18 11:06,【#雅万高铁全线首批“四电”房屋主体工程完工#】当地时间15日上午，由中国国家铁路集团有限公司牵头、中国电建承建的雅万高铁两处“四电”房屋主体工程施工完成，成为全线首批完工的“四电”房屋工程。（人民网） 雅万高铁全线首批“四电”房屋主体工程完工 
4,0,2,2022-7-18 10:10,【新华全媒+｜#从2022年上半年经济数据看中国经济韧性#】国家统计局15日发布数据，初步核算，上半年国内生产总值562642亿元，按不变价格计算，同比增长2.5%。其中，二季度增长0.4%。国家统计局新闻发言人付凌晖表示，一系列扎实稳住经济政策成效明显，我国经济克服超预期因素不利影响，呈现企稳回升态势，二季度顶住下行压力，实现经济正增长，稳住了经济大盘，成绩来之不易。（新华社）
2,0,3,2022-7-18 9:53,【#解读经济半年报 展望全球经济形势# ——专访财政部原副部长朱光耀】国家统计局7月15日公布数据显示，上半年国内生产总值达到562642亿元，同比增长2.5%。5、6月份主要经济指标持续改善。上半年中国经济半年报有哪些亮点？下半年经济走势如何？如何看待当前的全球经济形势？上海证券报专访财政部原副部长朱光耀，请他来解读中国经济半年报，展望全球经济形势。（新华社）
11,0,3,2022-7-16 17:07,【全球连线｜广西钦州港：#首批工程车辆整车出口至RCEP成员国#】7月11日，132辆工程机械在广西北部湾港钦州港区搭乘“中远井冈山”轮出口澳大利亚和印度尼西亚，这是钦州港首批工程车辆整车出口至区域全面经济伙伴关系协定（RCEP）成员国。（新华社） 中国一带一路网的微博视频 
2,0,2,2022-7-16 16:04,【第19届中国（长春）国际汽车博览会开展】15日，第19届中国（长春）国际汽车博览会在长春国际会展中心开展。本届长春汽博会以“美好出行”为主题，共有国内外155个品牌、128户企业参展。（新华社） 中国一带一路网的微博视频 
4,0,2,2022-7-16 14:03,【中老铁路助木薯粉成为老挝头号出口农产品】老挝工贸部开设的“老挝贸易网”日前发布消息指出，老挝2022年前6个月出口2.5亿美元木薯粉。中老铁路助力木薯粉成为老挝头号出口农产品。该网站报道，中老铁路的开通为老挝农产品生产和出口提供了巨大机会。中老铁路能够更高效、迅捷地运输鲜活商品。当前，更多老挝农民正转向种植木薯，以满足增长的市场需求。2022年上半年，老挝其他主要出口农产品包括香蕉、橡胶、糖、咖啡豆等。中国是老挝香蕉、橡胶和木薯的主要出口市场。（新华社）
4,0,2,2022-7-16 13:59,【权威快报丨上半年中国经济同比增长2.5%】国家统计局7月15日发布数据，初步核算，2022年上半年，中国国内生产总值562642亿元。按不变价格计算同比增长2.5%。 权威快报丨上半年中国经济同比增长2.5% 
5,0,1,2022-7-16 11:59,【中国人民银行与新加坡金融管理局续签双边本币互换协议】记者14日从中国人民银行获悉，近日中国人民银行与新加坡金融管理局续签了双边本币互换协议，互换规模为3000亿元人民币/650亿新加坡元，协议有效期五年。中国人民银行表示，中国人民银行与新加坡金融管理局再次续签双边本币互换协议，有助于进一步深化两国金融合作，促进双边贸易和投资便利化，维护金融市场稳定。（新华社）
